Feature,Feature.1,Feature.2,Feature.3,Feature.4,Feature.5,Feature.6,Feature.7,Target,Target.1,Target.2,Target.3,Target.4,Target.5,Target.6,Target.7
0.46699,0.50344,0.49356,0.50289,0.50045,0.48821,0.52788,0.51298,0.48362,0.47742,0.49617,0.51176,0.48371,0.52764,0.49667,0.48713
0.46718,0.50351,0.49345,0.50279,0.50056,0.48825,0.52762,0.51283,0.48373,0.47768,0.4961,0.51172,0.48377,0.5273,0.49677,0.48727
0.46723,0.50351,0.49343,0.50271,0.50052,0.48816,0.52774,0.51296,0.48383,0.47767,0.4961,0.51181,0.48364,0.52742,0.49684,0.48714
0.46719,0.50344,0.49369,0.50284,0.50064,0.4882,0.52767,0.51297,0.48369,0.47773,0.49617,0.51177,0.48399,0.52754,0.49671,0.48713
0.46732,0.50348,0.49368,0.50282,0.50078,0.48826,0.52741,0.51283,0.48371,0.47796,0.49612,0.51171,0.48417,0.52728,0.49675,0.48727
0.46742,0.50351,0.49362,0.50272,0.50077,0.4882,0.52745,0.51289,0.48384,0.47802,0.4961,0.51177,0.48405,0.52728,0.49684,0.48721
0.46741,0.50346,0.49381,0.50279,0.50083,0.4882,0.52744,0.51295,0.48376,0.47805,0.49615,0.51177,0.48426,0.52742,0.49677,0.48715
0.46749,0.50347,0.49387,0.50281,0.50098,0.48825,0.52723,0.51285,0.48373,0.47825,0.49614,0.51171,0.48449,0.52726,0.49675,0.48726
0.46761,0.50351,0.49381,0.50272,0.501,0.48823,0.52719,0.51285,0.48385,0.47836,0.4961,0.51174,0.48444,0.52718,0.49684,0.48725
0.46762,0.50348,0.49393,0.50275,0.50104,0.48821,0.52721,0.51293,0.48384,0.47838,0.49613,0.51176,0.48455,0.52729,0.49681,0.48717
0.46768,0.50347,0.49403,0.50279,0.50117,0.48825,0.52705,0.51287,0.48379,0.47853,0.49614,0.51172,0.48478,0.52722,0.49677,0.48723
0.4678,0.50351,0.494,0.50273,0.50122,0.48824,0.52697,0.51284,0.48388,0.47867,0.4961,0.51172,0.48479,0.52711,0.49683,0.48726
0.46784,0.50349,0.49407,0.50272,0.50124,0.48821,0.52698,0.51291,0.48391,0.47871,0.49611,0.51175,0.48484,0.52719,0.49684,0.48719
0.46788,0.50348,0.49418,0.50277,0.50134,0.48824,0.52688,0.51289,0.48386,0.47882,0.49613,0.51173,0.48505,0.52717,0.49679,0.48721
0.46799,0.5035,0.49418,0.50274,0.50142,0.48825,0.52677,0.51285,0.48392,0.47897,0.4961,0.51172,0.48512,0.52707,0.49683,0.48725
0.46804,0.50351,0.49422,0.50271,0.50144,0.48822,0.52676,0.51289,0.48397,0.47902,0.4961,0.51175,0.48516,0.5271,0.49685,0.48721
0.46808,0.50349,0.49433,0.50275,0.50152,0.48823,0.52669,0.5129,0.48394,0.47911,0.49612,0.51174,0.48532,0.52712,0.49681,0.4872
0.46817,0.5035,0.49436,0.50274,0.5016,0.48824,0.52659,0.51286,0.48397,0.47926,0.49611,0.51172,0.48543,0.52704,0.49683,0.48724
0.46824,0.50351,0.49439,0.50271,0.50163,0.48822,0.52655,0.51289,0.48403,0.47933,0.4961,0.51174,0.48548,0.52704,0.49685,0.48721
0.46828,0.5035,0.49448,0.50273,0.50169,0.48822,0.52651,0.51291,0.48402,0.47941,0.49611,0.51175,0.4856,0.52706,0.49683,0.48719
0.46836,0.5035,0.49453,0.50274,0.50178,0.48824,0.52641,0.51288,0.48404,0.47953,0.49611,0.51173,0.48573,0.52701,0.49683,0.48722
0.46844,0.50351,0.49456,0.50271,0.50181,0.48823,0.52635,0.51289,0.48409,0.47962,0.4961,0.51174,0.4858,0.52698,0.49685,0.48721
0.46848,0.5035,0.49463,0.50272,0.50187,0.48822,0.52631,0.51291,0.48409,0.47969,0.49611,0.51175,0.4859,0.527,0.49684,0.48719
0.46855,0.5035,0.4947,0.50274,0.50195,0.48823,0.52623,0.51289,0.4841,0.47981,0.49611,0.51174,0.48604,0.52698,0.49683,0.48721
0.46862,0.50351,0.49474,0.50272,0.50199,0.48823,0.52616,0.51289,0.48415,0.4799,0.4961,0.51174,0.48612,0.52694,0.49684,0.48721
0.46867,0.5035,0.4948,0.50272,0.50204,0.48822,0.52611,0.51291,0.48416,0.47998,0.4961,0.51175,0.48621,0.52694,0.49684,0.48719
0.46874,0.5035,0.49487,0.50273,0.50212,0.48822,0.52604,0.5129,0.48417,0.48008,0.49611,0.51175,0.48634,0.52693,0.49683,0.4872
0.46881,0.50351,0.49491,0.50272,0.50217,0.48822,0.52596,0.51289,0.4842,0.48018,0.4961,0.51175,0.48644,0.52689,0.49684,0.48721
0.46886,0.50351,0.49496,0.50272,0.50222,0.48821,0.52591,0.51291,0.48422,0.48026,0.4961,0.51175,0.48652,0.52688,0.49684,0.48719
0.46893,0.5035,0.49503,0.50273,0.50228,0.48822,0.52585,0.51291,0.48424,0.48036,0.49611,0.51175,0.48664,0.52688,0.49683,0.48719
0.46899,0.5035,0.49509,0.50273,0.50234,0.48822,0.52577,0.5129,0.48426,0.48045,0.49611,0.51175,0.48676,0.52685,0.49683,0.4872
0.46905,0.50351,0.49513,0.50272,0.50239,0.48821,0.52571,0.5129,0.48429,0.48054,0.4961,0.51175,0.48684,0.52682,0.49684,0.4872
0.46912,0.5035,0.49519,0.50273,0.50245,0.48821,0.52565,0.51291,0.48431,0.48064,0.49611,0.51176,0.48694,0.52682,0.49683,0.48719
0.46918,0.5035,0.49525,0.50273,0.50251,0.48822,0.52557,0.5129,0.48433,0.48073,0.49611,0.51175,0.48706,0.52679,0.49683,0.4872
0.46924,0.5035,0.49529,0.50272,0.50257,0.48821,0.5255,0.5129,0.48435,0.48082,0.49611,0.51175,0.48715,0.52676,0.49684,0.4872
0.4693,0.5035,0.49535,0.50273,0.50262,0.48821,0.52545,0.51291,0.48437,0.48091,0.49611,0.51176,0.48725,0.52676,0.49684,0.48719
0.46937,0.5035,0.49541,0.50273,0.50268,0.48821,0.52538,0.5129,0.48439,0.481,0.49611,0.51175,0.48737,0.52674,0.49683,0.4872
0.46943,0.5035,0.49545,0.50273,0.50273,0.48821,0.5253,0.5129,0.48441,0.48109,0.49611,0.51176,0.48746,0.5267,0.49684,0.4872
0.46949,0.5035,0.4955,0.50273,0.50279,0.48821,0.52525,0.5129,0.48444,0.48119,0.49611,0.51176,0.48755,0.52669,0.49684,0.4872
0.46955,0.5035,0.49557,0.50273,0.50284,0.48821,0.52518,0.5129,0.48446,0.48127,0.49611,0.51176,0.48767,0.52667,0.49683,0.4872
0.46961,0.5035,0.49561,0.50273,0.5029,0.48821,0.52511,0.5129,0.48448,0.48136,0.49611,0.51176,0.48776,0.52664,0.49684,0.4872
0.46968,0.5035,0.49566,0.50272,0.50295,0.48821,0.52505,0.5129,0.48451,0.48146,0.49611,0.51176,0.48785,0.52663,0.49684,0.4872
0.46974,0.5035,0.49572,0.50273,0.503,0.48821,0.52498,0.5129,0.48453,0.48154,0.49611,0.51176,0.48796,0.52661,0.49684,0.4872
0.4698,0.5035,0.49576,0.50273,0.50306,0.48821,0.52491,0.5129,0.48454,0.48163,0.49611,0.51176,0.48806,0.52657,0.49684,0.4872
0.46987,0.5035,0.49581,0.50272,0.50312,0.48821,0.52485,0.5129,0.48458,0.48173,0.49611,0.51176,0.48815,0.52656,0.49684,0.4872
0.46993,0.5035,0.49587,0.50272,0.50317,0.48821,0.52479,0.5129,0.4846,0.48181,0.49611,0.51176,0.48826,0.52654,0.49684,0.4872
0.46999,0.5035,0.49591,0.50272,0.50322,0.48821,0.52471,0.5129,0.48461,0.4819,0.49611,0.51176,0.48836,0.52651,0.49684,0.4872
0.47005,0.5035,0.49596,0.50272,0.50328,0.48821,0.52465,0.5129,0.48465,0.48199,0.49611,0.51176,0.48844,0.52649,0.49684,0.4872
0.47011,0.5035,0.49602,0.50272,0.50332,0.48821,0.52459,0.5129,0.48467,0.48207,0.49611,0.51176,0.48855,0.52648,0.49684,0.4872
0.47017,0.5035,0.49606,0.50272,0.50338,0.48821,0.52452,0.5129,0.48469,0.48216,0.49611,0.51176,0.48865,0.52644,0.49684,0.4872
0.47024,0.5035,0.49611,0.50272,0.50344,0.48821,0.52446,0.5129,0.48472,0.48226,0.49611,0.51176,0.48873,0.52642,0.49684,0.4872
0.4703,0.5035,0.49616,0.50272,0.50348,0.48821,0.52439,0.5129,0.48475,0.48234,0.49611,0.51176,0.48884,0.52641,0.49684,0.4872
0.47036,0.5035,0.49621,0.50272,0.50354,0.48821,0.52432,0.5129,0.48476,0.48243,0.49611,0.51176,0.48894,0.52638,0.49684,0.4872
0.47043,0.5035,0.49625,0.50272,0.50359,0.48821,0.52426,0.5129,0.48479,0.48252,0.49611,0.51176,0.48902,0.52636,0.49684,0.4872
0.47049,0.5035,0.4963,0.50272,0.50364,0.48821,0.5242,0.5129,0.48482,0.4826,0.49611,0.51176,0.48913,0.52634,0.49685,0.4872
0.47054,0.5035,0.49635,0.50272,0.50369,0.48821,0.52413,0.5129,0.48483,0.48269,0.49611,0.51176,0.48922,0.52631,0.49684,0.4872
0.47061,0.5035,0.49639,0.50272,0.50374,0.48821,0.52407,0.5129,0.48487,0.48278,0.49611,0.51176,0.48931,0.52629,0.49685,0.4872
0.47067,0.5035,0.49645,0.50272,0.50379,0.48821,0.524,0.5129,0.4849,0.48286,0.49611,0.51176,0.48941,0.52627,0.49685,0.4872
0.47073,0.5035,0.49649,0.50272,0.50384,0.48821,0.52393,0.5129,0.48491,0.48294,0.49611,0.51176,0.4895,0.52624,0.49685,0.4872
0.4708,0.5035,0.49653,0.50272,0.50389,0.48821,0.52387,0.5129,0.48494,0.48304,0.49611,0.51177,0.48959,0.52622,0.49685,0.4872
0.47086,0.5035,0.49659,0.50272,0.50394,0.4882,0.52381,0.5129,0.48497,0.48311,0.49611,0.51177,0.48969,0.5262,0.49685,0.4872
0.47092,0.5035,0.49663,0.50272,0.50399,0.4882,0.52374,0.5129,0.48499,0.4832,0.49611,0.51177,0.48979,0.52617,0.49685,0.4872
0.47098,0.5035,0.49667,0.50272,0.50404,0.4882,0.52368,0.5129,0.48502,0.48329,0.49611,0.51177,0.48987,0.52615,0.49685,0.4872
0.47104,0.5035,0.49672,0.50272,0.50408,0.4882,0.52361,0.5129,0.48505,0.48337,0.49611,0.51177,0.48997,0.52612,0.49685,0.4872
0.4711,0.5035,0.49677,0.50272,0.50414,0.4882,0.52354,0.5129,0.48507,0.48345,0.49611,0.51177,0.49006,0.52609,0.49685,0.4872
0.47117,0.5035,0.49681,0.50271,0.50419,0.4882,0.52348,0.5129,0.4851,0.48354,0.49611,0.51177,0.49015,0.52607,0.49685,0.4872
0.47123,0.5035,0.49686,0.50271,0.50423,0.4882,0.52342,0.5129,0.48513,0.48362,0.49611,0.51177,0.49025,0.52605,0.49685,0.4872
0.47128,0.5035,0.4969,0.50271,0.50428,0.4882,0.52335,0.5129,0.48515,0.4837,0.49611,0.51177,0.49034,0.52602,0.49685,0.4872
0.47135,0.5035,0.49694,0.50271,0.50433,0.4882,0.52329,0.5129,0.48518,0.48379,0.49611,0.51177,0.49043,0.526,0.49685,0.4872
0.47141,0.5035,0.49699,0.50271,0.50437,0.4882,0.52322,0.5129,0.48521,0.48387,0.49611,0.51177,0.49053,0.52598,0.49685,0.4872
0.47147,0.5035,0.49703,0.50271,0.50442,0.4882,0.52316,0.5129,0.48523,0.48395,0.49611,0.51177,0.49062,0.52595,0.49685,0.4872
0.47153,0.5035,0.49708,0.50271,0.50447,0.4882,0.5231,0.5129,0.48526,0.48404,0.49611,0.51177,0.4907,0.52592,0.49685,0.4872
0.4716,0.5035,0.49713,0.50271,0.50451,0.4882,0.52303,0.5129,0.48529,0.48412,0.49611,0.51177,0.4908,0.5259,0.49685,0.4872
0.47165,0.5035,0.49716,0.50271,0.50456,0.4882,0.52296,0.5129,0.48531,0.4842,0.49611,0.51177,0.49089,0.52587,0.49685,0.4872
0.47172,0.5035,0.49721,0.50271,0.50461,0.4882,0.5229,0.5129,0.48534,0.48429,0.49611,0.51177,0.49097,0.52585,0.49685,0.4872
0.47178,0.5035,0.49725,0.50271,0.50465,0.4882,0.52284,0.5129,0.48537,0.48436,0.49611,0.51177,0.49107,0.52583,0.49685,0.4872
0.47183,0.5035,0.49729,0.50271,0.5047,0.4882,0.52277,0.5129,0.48539,0.48444,0.49611,0.51177,0.49116,0.52579,0.49685,0.4872
0.4719,0.5035,0.49733,0.50271,0.50475,0.4882,0.52271,0.5129,0.48542,0.48453,0.49611,0.51177,0.49124,0.52577,0.49685,0.4872
0.47196,0.5035,0.49738,0.50271,0.50479,0.4882,0.52265,0.5129,0.48546,0.4846,0.49611,0.51177,0.49134,0.52575,0.49685,0.4872
0.47202,0.5035,0.49742,0.50271,0.50483,0.4882,0.52258,0.5129,0.48548,0.48468,0.49611,0.51177,0.49142,0.52572,0.49686,0.4872
0.47208,0.5035,0.49746,0.50271,0.50488,0.4882,0.52252,0.5129,0.48551,0.48477,0.49611,0.51177,0.4915,0.52569,0.49686,0.4872
0.47214,0.5035,0.49751,0.50271,0.50492,0.4882,0.52246,0.5129,0.48554,0.48484,0.49611,0.51178,0.4916,0.52567,0.49686,0.4872
0.4722,0.5035,0.49755,0.50271,0.50497,0.4882,0.52239,0.5129,0.48556,0.48492,0.49611,0.51178,0.49169,0.52564,0.49686,0.4872
0.47226,0.5035,0.49758,0.50271,0.50501,0.4882,0.52233,0.5129,0.48559,0.48501,0.49611,0.51178,0.49177,0.52562,0.49686,0.4872
0.47232,0.5035,0.49763,0.50271,0.50505,0.48819,0.52227,0.5129,0.48563,0.48508,0.49611,0.51178,0.49186,0.52559,0.49686,0.4872
0.47238,0.5035,0.49767,0.50271,0.5051,0.48819,0.5222,0.5129,0.48565,0.48516,0.49611,0.51178,0.49195,0.52556,0.49686,0.4872
0.59028,0.40249,0.47476,0.5146,0.49447,0.49399,0.42696,0.60754,0.59458,0.54839,0.59728,0.50204,0.52863,0.44304,0.48179,0.39248
0.43648,0.50112,0.55966,0.45592,0.5727,0.43749,0.56274,0.51309,0.40731,0.51123,0.50018,0.56269,0.51747,0.59939,0.54383,0.48519
0.39957,0.53,0.48541,0.50435,0.50034,0.48533,0.59585,0.48584,0.42152,0.43372,0.46959,0.51566,0.42878,0.57709,0.49608,0.5145
0.43672,0.50585,0.47208,0.51376,0.47332,0.50429,0.55633,0.51468,0.47145,0.43543,0.4932,0.49565,0.44328,0.53841,0.48568,0.48586
0.45065,0.49483,0.49184,0.50266,0.49739,0.48871,0.55038,0.51976,0.46855,0.46258,0.50478,0.51091,0.46501,0.54718,0.49667,0.48032
0.43779,0.50391,0.49514,0.49991,0.50539,0.48359,0.5581,0.51273,0.45178,0.46111,0.49584,0.51641,0.46273,0.55456,0.49966,0.48727
0.43512,0.50631,0.4902,0.50214,0.49713,0.48834,0.56116,0.51121,0.45493,0.4529,0.49327,0.51172,0.45626,0.5538,0.49746,0.48889
0.43841,0.50347,0.4898,0.50379,0.49584,0.48936,0.55901,0.51343,0.45861,0.45384,0.49609,0.51059,0.45751,0.55222,0.49574,0.48673
0.43943,0.50293,0.49149,0.50314,0.49841,0.48842,0.55719,0.51331,0.45775,0.45662,0.49666,0.51151,0.46039,0.55169,0.4964,0.48681
0.43883,0.50385,0.4912,0.50236,0.49876,0.48783,0.5579,0.51285,0.45714,0.45656,0.49576,0.51214,0.45945,0.55196,0.4972,0.48725
0.4383,0.5038,0.49146,0.5028,0.49805,0.48809,0.55859,0.51321,0.45709,0.45555,0.4958,0.51188,0.45932,0.55284,0.49674,0.4869
0.43872,0.50347,0.49192,0.50324,0.49843,0.48847,0.55771,0.5129,0.45711,0.45618,0.49612,0.51148,0.46053,0.55238,0.49631,0.48723
0.43919,0.50366,0.49155,0.50282,0.49871,0.4883,0.55728,0.51275,0.45742,0.45679,0.49593,0.51166,0.46037,0.55168,0.49674,0.48737
0.43903,0.50362,0.49179,0.50277,0.4986,0.48809,0.55774,0.51313,0.45737,0.45652,0.49598,0.51187,0.46026,0.55232,0.49677,0.48699
0.43897,0.50348,0.49237,0.50314,0.49892,0.4883,0.55736,0.51295,0.45702,0.45676,0.49612,0.51166,0.46122,0.55239,0.49641,0.48718
0.43936,0.50362,0.49214,0.50294,0.49914,0.48838,0.55685,0.51266,0.45725,0.45726,0.49597,0.51158,0.46133,0.55171,0.49662,0.48747
0.43945,0.50361,0.49212,0.50279,0.49906,0.4882,0.5571,0.51292,0.45745,0.45724,0.49598,0.51176,0.46107,0.55195,0.49676,0.48719
0.43938,0.50348,0.49263,0.50305,0.4993,0.48827,0.55694,0.51295,0.45715,0.45736,0.49612,0.51169,0.46178,0.55219,0.4965,0.48718
0.43964,0.50357,0.49262,0.50299,0.49958,0.48839,0.55643,0.51266,0.4572,0.45783,0.49602,0.51157,0.46213,0.55168,0.49657,0.48746
0.43984,0.50362,0.49249,0.5028,0.49955,0.48828,0.55651,0.51278,0.45745,0.45794,0.49597,0.51168,0.46189,0.55168,0.49676,0.48734
0.4398,0.50351,0.49287,0.50295,0.49969,0.48827,0.55649,0.5129,0.4573,0.458,0.49608,0.51168,0.46232,0.55195,0.4966,0.48722
0.43998,0.50354,0.493,0.50299,0.49998,0.48839,0.55606,0.51269,0.45724,0.4584,0.49605,0.51157,0.46278,0.55163,0.49657,0.48743
0.44021,0.50362,0.49288,0.50281,0.50002,0.48833,0.55599,0.51271,0.45748,0.45861,0.49597,0.51163,0.46266,0.55148,0.49675,0.48741
0.44023,0.50355,0.49312,0.50287,0.50009,0.48829,0.55603,0.51285,0.45745,0.45866,0.49604,0.51167,0.46289,0.55171,0.49668,0.48727
0.44035,0.50354,0.49332,0.50295,0.50035,0.48837,0.5557,0.51273,0.45735,0.45897,0.49605,0.51158,0.46335,0.55155,0.4966,0.48739
0.44059,0.50361,0.49325,0.50282,0.50045,0.48836,0.55554,0.51268,0.45753,0.45925,0.49598,0.5116,0.46337,0.55135,0.49674,0.48744
0.44066,0.50358,0.4934,0.50281,0.50049,0.48831,0.55557,0.51281,0.45758,0.45931,0.49601,0.51165,0.46349,0.5515,0.49674,0.48731
0.44074,0.50355,0.49362,0.5029,0.5007,0.48836,0.55535,0.51277,0.45749,0.45955,0.49604,0.5116,0.46389,0.55146,0.49665,0.48735
0.44096,0.5036,0.49362,0.50283,0.50085,0.48837,0.55514,0.51269,0.45761,0.45985,0.49599,0.51159,0.46403,0.55126,0.49673,0.48743
0.44107,0.5036,0.4937,0.50279,0.50089,0.48832,0.55513,0.51278,0.45771,0.45995,0.49599,0.51164,0.46411,0.55133,0.49677,0.48733
0.44114,0.50357,0.49391,0.50286,0.50106,0.48834,0.55499,0.51279,0.45765,0.46013,0.49602,0.51162,0.46444,0.55135,0.49669,0.48733
0.44133,0.5036,0.49398,0.50284,0.50122,0.48837,0.55477,0.51272,0.45772,0.46042,0.49599,0.51159,0.46466,0.5512,0.49672,0.4874
0.44147,0.50362,0.49404,0.50278,0.50127,0.48833,0.55471,0.51277,0.45783,0.46056,0.49598,0.51163,0.46475,0.55119,0.49678,0.48735
0.44155,0.50358,0.49421,0.50283,0.50141,0.48832,0.55461,0.51281,0.4578,0.46072,0.49601,0.51164,0.46501,0.55124,0.49673,0.48731
0.44171,0.50359,0.49432,0.50284,0.50157,0.48835,0.55441,0.51276,0.45784,0.46098,0.496,0.51161,0.46526,0.55114,0.49672,0.48736
0.44186,0.50362,0.49438,0.50279,0.50164,0.48833,0.55431,0.51277,0.45795,0.46114,0.49597,0.51163,0.46539,0.55108,0.49677,0.48735
0.44194,0.5036,0.49452,0.50281,0.50176,0.48832,0.55422,0.51281,0.45795,0.46129,0.496,0.51165,0.4656,0.55112,0.49675,0.4873
0.44208,0.50359,0.49466,0.50283,0.50191,0.48834,0.55405,0.51278,0.45798,0.46153,0.496,0.51162,0.46587,0.55106,0.49672,0.48734
0.44223,0.50361,0.49473,0.5028,0.502,0.48833,0.55391,0.51277,0.45807,0.46171,0.49598,0.51163,0.46604,0.55099,0.49676,0.48734
0.44233,0.5036,0.49485,0.5028,0.50211,0.48831,0.55382,0.51281,0.45809,0.46187,0.49599,0.51165,0.46621,0.551,0.49675,0.4873
0.44246,0.50359,0.49499,0.50283,0.50225,0.48832,0.55368,0.5128,0.45811,0.46208,0.496,0.51164,0.46647,0.55098,0.49673,0.48732
0.44261,0.50361,0.49508,0.50281,0.50235,0.48833,0.55352,0.51278,0.45818,0.46227,0.49598,0.51164,0.46668,0.5509,0.49675,0.48734
0.44272,0.50361,0.49518,0.5028,0.50246,0.48831,0.55342,0.51281,0.45822,0.46243,0.49599,0.51165,0.46684,0.55088,0.49676,0.48731
0.44284,0.50359,0.49531,0.50282,0.50259,0.48831,0.5533,0.51281,0.45825,0.46263,0.496,0.51165,0.46707,0.55087,0.49673,0.48731
0.44298,0.5036,0.49542,0.50282,0.5027,0.48832,0.55313,0.51279,0.4583,0.46282,0.49599,0.51164,0.4673,0.5508,0.49674,0.48733
0.44309,0.50361,0.49551,0.5028,0.50281,0.48831,0.55301,0.5128,0.45834,0.46299,0.49599,0.51166,0.46747,0.55076,0.49675,0.48732
0.44322,0.50359,0.49563,0.50282,0.50293,0.48831,0.5529,0.51281,0.45838,0.46318,0.496,0.51166,0.46768,0.55075,0.49674,0.48731
0.44335,0.5036,0.49575,0.50282,0.50304,0.48831,0.55274,0.51279,0.45843,0.46336,0.496,0.51165,0.46792,0.5507,0.49673,0.48732
0.44347,0.5036,0.49583,0.50281,0.50315,0.48831,0.55261,0.5128,0.45847,0.46354,0.49599,0.51166,0.46809,0.55064,0.49675,0.48732
0.4436,0.5036,0.49595,0.50282,0.50326,0.4883,0.5525,0.51281,0.45852,0.46373,0.496,0.51166,0.46829,0.55063,0.49674,0.48731
0.44372,0.50359,0.49607,0.50282,0.50337,0.48831,0.55235,0.5128,0.45856,0.4639,0.496,0.51165,0.46853,0.55059,0.49673,0.48732
0.44384,0.5036,0.49616,0.50281,0.50349,0.48831,0.55221,0.51279,0.4586,0.46409,0.49599,0.51166,0.46871,0.55051,0.49675,0.48732
0.44397,0.5036,0.49626,0.50281,0.5036,0.4883,0.5521,0.5128,0.45865,0.46428,0.496,0.51166,0.46889,0.5505,0.49675,0.48731
0.44409,0.50359,0.49639,0.50282,0.5037,0.48831,0.55196,0.5128,0.45869,0.46445,0.496,0.51166,0.46913,0.55046,0.49674,0.48732
0.44421,0.5036,0.49647,0.50281,0.50382,0.48831,0.55181,0.51279,0.45873,0.46463,0.496,0.51166,0.46932,0.55039,0.49674,0.48733
0.44435,0.5036,0.49657,0.50281,0.50393,0.4883,0.5517,0.5128,0.45879,0.46482,0.496,0.51166,0.46949,0.55037,0.49675,0.48732
0.44447,0.50359,0.49669,0.50282,0.50403,0.4883,0.55157,0.5128,0.45883,0.46498,0.496,0.51166,0.46972,0.55033,0.49674,0.48732
0.44459,0.50359,0.49678,0.50281,0.50415,0.4883,0.55142,0.51279,0.45886,0.46517,0.496,0.51166,0.46992,0.55026,0.49675,0.48733
0.44472,0.5036,0.49687,0.50281,0.50425,0.4883,0.5513,0.5128,0.45892,0.46536,0.496,0.51166,0.47009,0.55023,0.49675,0.48732
0.44484,0.50359,0.49699,0.50281,0.50435,0.4883,0.55117,0.5128,0.45897,0.46552,0.496,0.51166,0.47031,0.5502,0.49675,0.48732
0.44496,0.50359,0.49708,0.50281,0.50447,0.4883,0.55102,0.51279,0.459,0.4657,0.496,0.51166,0.47051,0.55013,0.49675,0.48732
0.4451,0.5036,0.49717,0.50281,0.50458,0.4883,0.55091,0.51279,0.45906,0.46589,0.496,0.51167,0.47068,0.5501,0.49675,0.48732
0.44522,0.50359,0.49729,0.50281,0.50467,0.4883,0.55078,0.5128,0.45912,0.46605,0.496,0.51167,0.47089,0.55007,0.49675,0.48732
0.44533,0.50359,0.49738,0.50281,0.50478,0.4883,0.55063,0.51279,0.45914,0.46623,0.496,0.51167,0.47109,0.55,0.49675,0.48732
0.44547,0.50359,0.49747,0.5028,0.50489,0.4883,0.55051,0.51279,0.45921,0.46642,0.496,0.51167,0.47126,0.54996,0.49676,0.48732
0.44559,0.50359,0.49758,0.5028,0.50498,0.4883,0.55038,0.5128,0.45926,0.46658,0.496,0.51167,0.47147,0.54993,0.49676,0.48732
0.4457,0.50359,0.49767,0.5028,0.50509,0.4883,0.55024,0.5128,0.45929,0.46676,0.496,0.51167,0.47167,0.54987,0.49676,0.48732
0.44584,0.50359,0.49776,0.5028,0.5052,0.4883,0.55012,0.51279,0.45935,0.46695,0.496,0.51167,0.47184,0.54983,0.49676,0.48732
0.44596,0.50359,0.49786,0.5028,0.50529,0.48829,0.54999,0.5128,0.45941,0.4671,0.496,0.51167,0.47204,0.54979,0.49676,0.48732
0.44608,0.50359,0.49795,0.5028,0.5054,0.48829,0.54985,0.5128,0.45944,0.46728,0.496,0.51167,0.47224,0.54973,0.49676,0.48732
0.44621,0.50359,0.49804,0.5028,0.50551,0.48829,0.54973,0.5128,0.4595,0.46746,0.496,0.51167,0.47241,0.54969,0.49676,0.48732
0.44634,0.50359,0.49815,0.5028,0.50559,0.48829,0.5496,0.5128,0.45956,0.46762,0.496,0.51167,0.47261,0.54965,0.49676,0.48732
